Session 5 - Cabin Act Sorting 2026 - A
,Monday,,,,,Tuesday,,,,,Wednesday,,,,,Thursday,,,,,Friday

P3,Activity,4v1 Nerf in Lodge,,,,Activity,Fruit Ninja,,,,Activity,Slip n Slide bowling,,,,Activity,"Build a boat, ride on the lake",,,,Activity,Rate Cabins
,Description,Make mattress forts and they 4v1 Cam in the nerf gun fight,,,,Description,,,,,Description,,,,,Description,Build a boat which is big enough and floats well enough that we could potenatilly ride on it,,,,Description,rate each physcal cabin using metrics we made up and leave sticky notes of ratngs
,Materials,"mattresses, nerf guns (5x), glasses, cardboard",,,,Materials,"Fruit (5x apples, 5x oranges, 2x watermelon)",,,,Materials,"inflatable pins, soap",,,,Materials,"Wood, carboard, rope, tape, pool noodles (x3), fabric for sail (?)",,,,Materials,"clipboard (5x), pens (5x), sticky notes, magnifying glass"
,Location,Lodge,,,,Location,Field - Tiny,,,,Location,Slip n Slide,,,,Location,Field - Lake,,,,Location,roaming
,Notes,,,,,Notes,Cam is a facilator,,,,Notes,,,,,Notes,LG,,,,Notes
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,LIFEGUARD,,,,HEROES
P4,Activity,Hot rocks activities,,,,Activity,Lake-a-thon,,,,Activity,Rob Tyson and Bomb Explosion,,,,Activity,RH: Fruit Ninja,,,,Activity,Bubble Suit Tag
,Description,"Campers want to do various activities at Hot Rocks, such as creek stomping, dam building, rock painting, and just playing in the water. They also want to have a picnic",,,,Description,"A bunch of lake activities, esp on iceberg. Incllude wrestling, canonball compettion, lake tag",,,,Description,Rob Tyson's treasure chest then Blow up the front deck with a smoke bomb and nitrigen bomb (or soemthing that just goes pop),,,,Description,"slice fruit with a katana, 3 turns each, after eat the fruit",,,,Description,Camoers want to play tag and human bowling in bubble suits
,Materials,Paint kit (six colors and brushes),,,,Materials,"Inflatbales, pool noodles",,,,Materials,"6 bandana, 1 big bag",,,,Materials,"Katana, goggles, various fruit (10x) (cantelope, apple, organe, watermelon), 1 big tarp",,,,Materials,"six bibble suits, bowling pins"
,Location,Hot Rocks,,,,Location,Lake - Iceberg,,,,Location,Pine,,,,Location,Field - Tiny,,,,Location,Field - Tiny
,Notes,Creek Stomping HERO (Not Robyn),,,,Notes,LG,,,,Notes,Tyson,,,,Notes,Katana HERO,,,,Notes,Bubble Suit HERO
,HEROES,Robyn,,,,HEROES,LIFEGUARD,,,,HEROES,Tyson,,,,HEROES,Village Heroes,,,,HEROES,Village Heroes
P5,Activity,Bubble Suits on Tiny Field with Soap,,,,Activity,Destroy a cardboard town,,,,Activity,Picnic at Hot Rocks,,,,Activity,Stranded in Nature and find way back,,,,Activity,Get Tyson in a Hat
,Description,Bubble suits on a tarp covered in soap and (something),,,,Description,Create a cardboard town before burning it with a flamethrower. Use cardboard boxes (not just cardboard) to create villages. Cut out villages. Burn it at the end,,,,Description,Make fancy bread before (maybe breadmaking) and then at lunch go to hot rocks have a picnic there,,,,Description,Blindfolded and pit in a van and taken to a random location in the back 40. Make a map and have compass to find way back. Random encounters on way,,,,Description,Lots of prep. Kidnap Tyson dressed in hats or hat costumes. Give him fake contract telling him to wear a hat. Force him to wear a hat -> duct tape on. Mention CTF
,Materials,"Bubble suits, hose, soapy water",,,,Materials,"Cardboard BOXES, scissors, tape",,,,Materials,"Gourmet ingredients, bread-making supplies",,,,Materials,"Blindfolds, Van, Map, compass",,,,Materials,"Hats (lots), blindfold, gorilla cart"
,Location,Field - Tiny,,,,Location,Campfire Circle,,,,Location,Hot Rocks,,,,Location,Back 40 1,,,,Location
,Notes,Bubble Suit Facilitator,,,,Notes,Fire HERO,,,,Notes,Possibly make fancier sandwiches?,,,,Notes,,,,,Notes,Tyson needed
,HEROES,,,,,HEROES,Fire Safety (fire prop HERO),,,,HEROES,,,,,HEROES,,,,,HEROES,Tyson
P6,Activity,,,,,Activity,,,,,Activity,,,,,Activity,,,,,Activity
,Description,,,,,Description,,,,,Description,,,,,Description,,,,,Description
,Materials,,,,,Materials,,,,,Materials,,,,,Materials,,,,,Materials
,Location,,,,,Location,,,,,Location,,,,,Location,,,,,Location
,Notes,,,,,Notes,,,,,Notes,,,,,Notes,,,,,Notes
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
O1,Activity,RH: Wheel of Doom waterballoon Cabin Trivia,,,,Activity,RH: Kayak Water Relay,,,,Activity,Ninja Warriors at Low Ropes,,,,Activity,EMBERS: Glow in the dark swim party @ 8pm,,,,Activity,CAPP Decorating Village Bathroom
,Description,,,,,Description,"Kayak from trampoline to iceberg, to ropeswing. 2 teams, 2 people",,,,Description,,,,,Description,Lake Dock or Secret Pool,,,,Description,Painting frogs jumping and flowers on the bathroom walls above the sinks
,Materials,"Waterballoons (a lot), trivia, frog costume",,,,Materials,,,,,Materials,"6 waterguns / balloons, ninja costumes (self collected), stopwatch",,,,Materials,"Glow body paint, glow sticks, glow anything",,,,Materials,"Big paint brushes, white paint, pink paint, green paint"
,Location,Madrone Cradle,,,,Location,Lake - Outer 1,,,,Location,Low Ropes 1,,,,Location,Lake Dock / Secret Pool,,,,Location,Oak
,Notes,Wheel of Doom facilitator,,,,Notes,"Lifeguard, Kayak HERO - Jayla can get checked off by Mogee",,,,Notes,,,,,Notes,Lifeguard,,,,Notes
,HEROES,,,,,HEROES,"Jayla, Mogee, LIFEGUARD, Kayak",,,,HEROES,,,,,HEROES,LIFEGUARD,,,,HEROES
O2,Activity,Miracle Berry Quiz Show,,,,Activity,Grannies Escape,,,,Activity,Totally Normal Lemonade,,,,Activity,Rescue Amber from Kidnap in Woods,,,,Activity,Duck Scavenger Hunt
,Description,Eat miracle berries and guess different flavors,,,,Description,"Dress up as grannies, do an obstacle course to escape",,,,Description,"Make lemonade, make signs for lemonade stand (making it look suspicious)",,,,Description,,,,,Description,Decorate and hide small rubber ducks around camp for others to find
,Materials,"miracle berries, blindfolds, 1 lemon, soy sauce, 1 orange, 1 apple, vinager, salsa, 5 strawberries",,,,Materials,granny costumes (cabin will grab),,,,Materials,"2 poster boards, paint markers (yellow, black, blue, red, green), lemons, cups, ice, sugar, pitchers, cart",,,,Materials,misc clues to her location,,,,Materials,"20 small rubber ducks, paint, paint brushes"
,Location,Dining Area 1,,,,Location,Agility course,,,,Location,Kitchen,,,,Location,Back 40 1,,,,Location,Craft Shack 2
,Notes,,,,,Notes,Agility course facilitator,,,,Notes,Check in with kitchen about lemonade,,,,Notes,Kidnapper + Someone to help them find Amber (detective),,,,Notes
,HEROES,,,,,HEROES,Agility Course,,,,HEROES,,,,,HEROES,Amber,,,,HEROES
O3,Activity,Make Paper Lanterns,,,,Activity,Re-enact an English Tea Party,,,,Activity,Make Identity Frankenbears,,,,Activity,Birthday Party,,,,Activity,Curly Hair Treatment Experiment Spa
,Description,The cabin will create paper lanterns to bring ambience to their embers that night,,,,Description,Dress in Costumes and Become British,,,,Description,Make frankenbears that represent themselves and tell stories with them,,,,Description,Celebrate Anna's birthday with balloons,,,,Description,Campers will do 'curly hair treatment' on themselves just to see what happens
,Materials,"flour, water, bowl, balloons, scissors, tissue paper or newspaper, led candles",,,,Materials,"tea, cups, costumes, biscuits?",,,,Materials,"frankenbears, hot glue guns, gems?, ribbons",,,,Materials,"ribbons, balloons, candles, color paper, scissors, blindfold, tape, cardboard, rope",,,,Materials,self collected
,Location,Ceramics,,,,Location,Dining Area 1,,,,Location,Craft Shack 2,,,,Location,Dining Area 1,,,,Location,Oak
,Notes,"lanterns will have fake candles, they want for decor",,,,Notes,,,,,Notes,Diya,,,,Notes,,,,,Notes
,HEROES,,,,,HEROES,,,,,HEROES,Diya,,,,HEROES,,,,,HEROES
O4,Activity,Debate across climbing wall,,,,Activity,RH: Whimsical Creek Fairies,,,,Activity,Blackberry picking and perfume mixing,,,,Activity,Naan and butter chicken at ODK,,,,Activity,Secret Santa Craft Game
,Description,Inconvenient Debate Game,,,,Description,"Dress as fairies, pick flowers along the way to creek",,,,Description,Have mystical blackberry picking adventure then lounge in the sun and mix perfumes with decorative labels,,,,Description,"Make homeade naan and cook butter chicken at ODK, replaces lunch",,,,Description,"Campers will draw names from a hat and then make crafty gifts for eachother, trying to guess who everyone has"
,Materials,"Deabte topics, suit jackets, spin board",,,,Materials,"Face glitter, 6 wings, 6 fairy costumes, paint",,,,Materials,"6 spray bottles, blackberry extract, perfumers alcohol",,,,Materials,"Butter chicken sauce, tomatoes, cilantro, chicken, flour, instant yeast, 4 tblsp butter, 2 big tomatoes, 2 big pans, 3 cucumbers, 1 red onion, 2 tblsp sugar, 4 tblsp milk, 1 egg,",,,,Materials,"paper, scissors, hot glue gun, pom poms, ribbon, frankenbears stuff, paint, acrylic markers, Any fun craft stuff"
,Location,Climbing Wall,,,,Location,Hot Rocks,,,,Location,Dining Area 1,,,,Location,Outdoor Kitchen,,,,Location,Craft Shack 1
,Notes,CW Facilitator,,,,Notes,,,,,Notes,,,,,Notes,"Mavis (needed through RH), LONGER CA, recipes in comment",,,,Notes
,HEROES,"Ground Belay 1st CW, Pole Course On ground",,,,HEROES,,,,,HEROES,,,,,HEROES,Mavis,,,,HEROES
O5,Activity,Whimsical Serenade and Henna at Top of the Falls,,,,Activity,RH: Paint twister,,,,Activity,Sword Dance,,,,Activity,EMBERS: Dance Bubble Party,,,,Activity,Yuba trip
,Description,,,,,Description,"Play twister with paint on circles, then jump in lake",,,,Description,Record song and learn sword dance choreography by Alesa.,,,,Description,"At night, have a rave with bubbles",,,,Description,"Go to yuba,"
,Materials,"henna, temporary, tattoos, guitar (Self collected)",,,,Materials,"Twister, 4 colors of safe environmental paint, 6 white tshirts",,,,Materials,"6 prop/ staff swords, guitar, recording device",,,,Materials,"Speaker, bubbles, bubble machine, black light",,,,Materials,"Henna, nail polish"
,Location,The Falls - Top,,,,Location,Field - Lake,,,,Location,Flowspace,,,,Location,Amphitheatre,,,,Location,Offsite 1
,Notes,,,,,Notes,Lifeguard (at end),,,,Notes,,,,,Notes,"Connor or Charlton to DJ, to take place at night",,,,Notes
,HEROES,,,,,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES,"Connor, Charlton",,,,HEROES
O6,Activity,Build an SE for Dat,,,,Activity,Ceramics wheel tea set,,,,Activity,Bubble slip n slide,,,,Activity,EMBERS: Nighttime Roller Party,,,,Activity,Dat SE Birthday Special
,Description,,,,,Description,Make tea cup and pot on ceramics wheel,,,,Description,Glycerin bubbles,,,,Description,,,,,Description,"The cabin will do another edition of Deedee SE planning, making something special for Dats birthday"
,Materials,,,,,Materials,"clay, tools (wheel access)",,,,Materials,"trash can, bubble soap, towel, shop vac, hose, slip n slide",,,,Materials,"7 sets of roller shoe attachments, 1 disco ball with light, 1 blacklight, 7 helmets, knee pads, elbow pads, wrist pads (from mountain boarding), cones",,,,Materials,self collected
,Location,Dining Area 1,,,,Location,Ceramics,,,,Location,Manzi,,,,Location,Lodge,,,,Location,Dining Area 2
,Notes,Alan is on radio for support,,,,Notes,Request for Mogee,,,,Notes,,,,,Notes,mountain boarding or stilts or unicycle hero,,,,Notes
,HEROES,Alan,,,,HEROES,Mogee,,,,HEROES,,,,,HEROES,"Mountain Boarding, Unicycle",,,,HEROES
C1,Activity,King of the Mat Variation,,,,Activity,"Kidnap Tyson and run his ""Tyson in the Hat"" Campaign",,,,Activity,Airsoft Battle C1 vs C3: Carrot vs Chef,,,,Activity,Yuba Snorkel Picnic Trip,,,,Activity,Make a cookie bomb to blow up a fort.
,Description,"Campers will get on the mat by the lake and play king of the mat with different variations, including games of tags.",,,,Description,"Kidnap Tyson, paint American flag on his face, give him a big silly hat, and do a propaganda around camp for him to become Camp president",,,,Description,"Story: The world turns vegan with more people eating veggies. A family of carrot decide to make a difference, to steal the cook book and add more meat.",,,,Description,"Spend CA, Lunch, RH time at Yuba, do scuba, and have a picnic.",,,,Description,"Make a cookie bomb, a fort, and blow up the fort"
,Materials,Poolnoodles (self collected),,,,Materials,"Facepaint, 3 color brushes, American costume (self collected), Big Hat (self collected), 3 wooden sticks, 3 big papers, 3 big cardboards, colorful markers",,,,Materials,"12 airsoft rifles, 14 masks",,,,Materials,"Pool Toys (self collected), 1 Football, 1 Volleyball",,,,Materials,"6 cardboard boxes, 1 fuse, 1 cookie bomb kit, 2x ducktapes,  2x scissors"
,Location,Lake - Outer 1,,,,Location,Dining Area 2,,,,Location,Back 40 1,,,,Location,Yuba,,,,Location,Lathe
,Notes,Lifeguard,,,,Notes,Tyson,,,,Notes,Airsoft Hero,,,,Notes,Lifeguard,,,,Notes,Ethan is Smoke Cookie Hero -FIRE HERO
,HEROES,LIFEGUARD,,,,HEROES,Tyson,,,,HEROES,Airsoft Setup,,,,HEROES,LIFEGUARD,,,,HEROES,"Ethan, Fire Safety (fire prop HERO)"
C2,Activity,RH: Campers vs Counselors Paintball,,,,Activity,[Ember Time] Nightime hide and seek with guillie suits,,,,Activity,Slamdunk into the Lake from the Iceberg,,,,Activity,C2 + C3: Wacky Goggle Carpet Ball Championship,,,,Activity,Magnet and real fishing
,Description,Campers vs 2 or 3 counselors in a Hunt or Hunted Paintball Fight in the Back 40.,,,,Description,Campers play hide and seek with guillie suits to help them hide.,,,,Description,Campers jump off the iceberg to do the sickest slamdunk with a basketball.,,,,Description,"While wearing silly goggles, have ping pong and carpet ball games.",,,,Description,Fishing on the lake with magnets and real fishing rods
,Materials,"8 paintball rifles, 10 masks, 2 gillie suits",,,,Materials,6 guillie suits,,,,Materials,"Poolnoodle loop, 1 volleyball",,,,Materials,"6 silly goggles, ping pong table and kits, carpet ball table and balls",,,,Materials,"Fishing rods (6), magnet fishing PS kit"
,Location,Back 40 1,,,,Location,Agility course,,,,Location,Lake - Iceberg,,,,Location,,,,,Location,Lake - Outer 1
,Notes,"Paintball Hero, Gabe is requested",,,,Notes,May need a Spotter Hero,,,,Notes,Lifeguard,,,,Notes,,,,,Notes,Needs a magnet fishing Hero?
,HEROES,"Gabe, Paintball  Setup",,,,HEROES,Village Heroes,,,,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES,Village Heroes
C3,Activity,King of the Mat Variation,,,,Activity,Cerate a scary mini Se for C5,,,,Activity,Airsoft Battle C1 vs C3: Carrot vs Chef,,,,Activity,C2 + C3: Wacky Goggle Carpet Ball Championship,,,,Activity,Climbing wall race with silly googles
,Description,"Campers will get on the mat by the lake and play king of the mat with different variations, including games of tags.",,,,Description,Plan the SE during cabin act with,,,,Description,same as above,,,,Description,same as above,,,,Description,C3 does a timed climbing wall race with silly goggles. They get slingshoted with dodgeballs.
,Materials,Poolnoodles (self collected),,,,Materials,"2 Big sheet of paper, 2 sharpie, 2 pens",,,,Materials,same as above,,,,Materials,same as above,,,,Materials,"2 silly goggles, nerf guns"
,Location,Lake - Outer 1,,,,Location,Craft Shack 1,,,,Location,Back 40 1,,,,Location,same as above,,,,Location,Climbing Wall
,Notes,Lifeguard,,,,Notes,Dylan as SE hero,,,,Notes,same as above,,,,Notes,,,,,Notes,2 Climbing Wall Heroes
,HEROES,LIFEGUARD,,,,HEROES,Dylan,,,,HEROES,,,,,HEROES,,,,,HEROES,"Ground Belay 1st CW, Pole Course On ground"
C4,Activity,Airsoft Battle C4 vs C5:  Carrot vs Chef,,,,Activity,Bubble suit battle on the lake,,,,Activity,Yuba picnic,,,,Activity,Flaming Golf,,,,Activity,Whipped cream trivia with Charlton
,Description,"CTF Story: The world turns vegan with more people eating veggies. A family of carrot decide to make a difference, to steal the cook book and add more meat.",,,,Description,They wrestle on the mats agaisnt each other with bubble suits.,,,,Description,They go to the yuba from CA through Rest hour,,,,Description,Hit flaming pinecones off the lake dock into the lake,,,,Description,"They play trivia, if they get a question wrong, they get whipped cream in the face"
,Materials,"12 airsoft rifles, 14 masks.",,,,Materials,3 Bubble suits,,,,Materials,"Floeaties, Life Jackets",,,,Materials,"golf clubs, fireproof gloves, pinecones, 2 100% cotton shirts and pants (collected beforehand)",,,,Materials,"Whipped cream, food coloring, 2 plastic plates, laminated trivia questions"
,Location,Back 40 1,,,,Location,Lake - Mats,,,,Location,Offsite 1,,,,Location,Lake - Outer 1,,,,Location,Amphitheatre
,Notes,Airsoft Hero,,,,Notes,Life Guard,,,,Notes,"Might need Life Guard if Josh is swiming, Josh is a driver",,,,Notes,Flaming Golf Hero,,,,Notes,Charlton was requested
,HEROES,Airsoft Setup,,,,HEROES,LIFEGUARD,,,,HEROES,"Josh, Driver, LIFEGUARD",,,,HEROES,Flaming Pinecone Throwing,,,,HEROES,Charlton
C5,Activity,Airsoft Battle C4 vs C5:  Carrot vs Chef,,,,Activity,fruit ninja with katana,,,,Activity,MMA Class with Davi in the Lodge,,,,Activity,Make a cookie bomb to blow up a fort.,,,,Activity,Water MMA classes with Davi
,Description,same as above,,,,Description,campers cut fruit with a Katana then make a smoothie,,,,Description,Davi teaches C5 MMA in the Lodge,,,,Description,"Make a cookie bomb, a fort, and blow up the fort",,,,Description,can run after edits!!! Davi teaches C5 MMA but on the lake mats
,Materials,same as above,,,,Materials,"katana, apples, bananas, pinnaple, orange, food safe tarp",,,,Materials,MMA gears (self collected),,,,Materials,"6 cardboard boxes, 1 fuse, 1 cookie bomb kit, 2x ducktapes,  2x scissors",,,,Materials,poolnoodles (self collected)
,Location,same as above,,,,Location,Field - Tiny,,,,Location,Lodge,,,,Location,Lathe,,,,Location,Lake - Mats
,Notes,same as above,,,,Notes,Katana HERO,,,,Notes,Davi was requested,,,,Notes,Ethan is Smoke Cookie Hero,,,,Notes,"Davi was requested, Life Guard"
,HEROES,,,,,HEROES,Village Heroes,,,,HEROES,Davi,,,,HEROES,,,,,HEROES,"Davi, LIFEGUARD"
