Session 4- Cabin Act Sorting 2026_ - B
,Monday,,,,,Tuesday,,,,,Wednesday,,,,,Thursday,,,,,Friday

M4,Activity,Squishy Making,,,,Activity,Elephant toothpaste,,,,Activity,Car Wash,,,,Activity,Bake Off,,,,Activity,Lake Swim
,Description,Make slime and turn it into squishies,,,,Description,,,,,Description,"Wash a car, leave a note on it and put a bow on it",,,,Description,Bake some cupcakes and then have a decorating competition where they have to decorate with a surprise ingredient.,,,,Description
,Materials,"Clear squishy shells, slime materials, clear glue, borax, glitter",,,,Materials,"Elephant toothpaste chemicals, tarp, container with a narrow neck",,,,Materials,"Water guns, sponges, bow, paper, pens",,,,Materials,https://docs.google.com/spreadsheets/d/17bMLeMOf3ijNdadlQ9VEGJw1L1eBDBY3siR2_hXlLwk/edit?gid=455553806#gid=455553806,,,,Materials
,Location,Dining Area 1,,,,Location,Field - Cedar,,,,Location,Parking Lot,,,,Location,Dining Area then community kitchen,,,,Location,Lake - Iceberg
,Notes,,,,,Notes,Tuesday,,,,Notes,,,,,Notes,,,,,Notes,Elsa is LG
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,"Elsa, LIFEGUARD"
M5,Activity,RH - Rope Swing Trivia,,,,Activity,Traveling Suspicious Lemoande Stand,,,,Activity,SNACK - Cooking Show,,,,Activity,Games on trampoline,,,,Activity,Bake Brownies
,Description,"Answer trivia questions, and when they answer incorrectly, they swing into the lake",,,,Description,WE dress suspiciously and use a gorilla cart to travel around camp offering lemonade to people,,,,Description,We cut and serve snack while being filmed like a cooking show,,,,Description,"Play games on trampoline -- mafia, camelion, rock game",,,,Description
,Materials,Trivia questions,,,,Materials,"Lemondae, cups, gorilla cart",,,,Materials,"Watermelon, popcorn",,,,Materials,"Bag of rocks (could be small chunks of pool noodles probs), laminated mafia cards",,,,Materials
,Location,Lake -  Swing,,,,Location,Roaming,,,,Location,,,,,Location,Lake - Trampoline,,,,Location,Dining Area then community  kitchen
,Notes,"Lifeguard, Rope Swing HERO",,,,Notes,,,,,Notes,,,,,Notes,Lifeguard,,,,Notes
,HEROES,"Rope Swing, LIFEGUARD",,,,HEROES,,,,,HEROES,,,,,HEROES,LIFEGUARD,,,,HEROES
P1,Activity,Bubble wrestling on mats on the lake,,,,Activity,Picnic @ bottom of fall,,,,Activity,Riflery with water balloons,,,,Activity,Liquid Nitrogen Icecream,,,,Activity,Using the Guilletine
,Description,1v1 wreslte on the lake,,,,Description,,,,,Description,campers shoot water balloons that are down range at rigle,,,,Description,,,,,Description,The Cabin cuts a variety of objects using the guillotine
,Materials,2 smaller bubble balls,,,,Materials,Inflatables for water,,,,Materials,50x balloons,,,,Materials,liquid nitrogen material,,,,Materials,15 - 20 objects to chop
,Location,Lake -  Mats,,,,Location,The Falls - Bottom,,,,Location,Riflery,,,,Location,Dining Area 2,,,,Location,vlurt
,Notes,4.5-4-3-4-3.5 WAS SHORT LAST WEEK DUE TO CLINC TIMES RUNNING OVER,,,,Notes,4-5-5-5-3.5,,,,Notes,3-4-4-3-3.2,,,,Notes,Liquid Nitro HERO,,,,Notes,Guilletine HERO
,HEROES,Running Game at Night,,,,HEROES,,,,,HEROES,,,,,HEROES,Liquid Nitrogen,,,,HEROES,Village Heroes
P2,Activity,Dig a Hole,,,,Activity,Fruit Ninja Watermelon Smoothies,,,,Activity,Woodburn individual shields,,,,Activity,Hampster Balls on the Lake,,,,Activity,Destroy Embers Creature
,Description,Dig a big ol hole in the back 40. maybe bring planks to the hole and make a bunker,,,,Description,Play fruit ninja with a katana and then make a smoothie out of the cut up fruit,,,,Description,everyone gets a smaller shield and gets to woodburn it themselves,,,,Description,Bring the hampster balls and other fun water stuff to the lake and play around,,,,Description,"We made a creature out of cardboard for embers and we want to destroy it @ riflery, then guillotine, then burn it (maybe Cannon)"
,Materials,"shovels (6x), planks",,,,Materials,"Fruit - 2 watermelon, 6 oranges (?), Cantalope (?), katana, Tarp, blender, cups",,,,Materials,6 small wood shields,,,,Materials,"hampster balls (5x), Paddleboard, Tubes",,,,Materials,(Supply at Clinics)
,Location,Madrone Cradle,,,,Location,Field - Tiny,,,,Location,Dining Area 1,,,,Location,Lake - Outer 1,,,,Location,Riflery
,Notes,"Carter is not excited, HERO help appricated",,,,Notes,Cameron is a Katana HERO,,,,Notes,"Mostly 2 are excited, woodburning hero",,,,Notes,LG,,,,Notes,Guilletine HERO
,HEROES,Village Heroes,,,,HEROES,,,,,HEROES,Village Heroes,,,,HEROES,LIFEGUARD,,,,HEROES,Village Heroes
P3,Activity,,,,,Activity,,,,,Activity,,,,,Activity,,,,,Activity
,Description,,,,,Description,,,,,Description,,,,,Description,,,,,Description
,Materials,,,,,Materials,,,,,Materials,,,,,Materials,,,,,Materials
,Location,,,,,Location,,,,,Location,,,,,Location,,,,,Location
,Notes,,,,,Notes,,,,,Notes,,,,,Notes,,,,,Notes
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
P4,Activity,Lake Slip n Slide,,,,Activity,Make a dungeon mayhem decks,,,,Activity,yuba picnic - SWIM TEST,,,,Activity,Make a giant candle,,,,Activity,Bake Lil Paul's Pizza
,Description,See act. Descr.,,,,Description,,,,,Description,,,,,Description,,,,,Description,Bake Pizza @ the ODK
,Materials,"Would use iceberg and mat attached, mat attatches under swing",,,,Materials,"paper, laminator sheets, scissors, markers. pens",,,,Materials,,,,,Materials,,,,,Materials,"Pizza Ingredients, baking pan"
,Location,Lake - Iceberg,,,,Location,Pine,,,,Location,yuba,,,,Location,Craft Shack 3,,,,Location,Outdoor Kitchen
,Notes,LG,,,,Notes,,,,,Notes,Driver needed,,,,Notes,Candle Making HERO,,,,Notes,ODK HERO
,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES,Driver,,,,HEROES,Candle making,,,,HEROES
P5,Activity,Tic Tac Toe Swing into the Lake,,,,Activity,Bubble Suit Bubble Fight,,,,Activity,Water Bottle Royal with another Cabin,,,,Activity,Dodgeball on Giant Swing,,,,Activity,RC Boat/Plane Race on the Lake
,Description,"Campers swing into the lake, aiming for tic tac toe arrangment made of pool noodles, sperated into two teams, each take turns",,,,Description,"Campers want to fight in bubble suits on the slip n slide mat, one that has bubbles",,,,Description,Campers have a water fight with another cabin or vs counslors at tiny field with shooters and baloons split into teams evenly,,,,Description,Campers want to take turns throwing dodgeballs at each other (the one swinging) the one on the swing tries to catch it,,,,Description,"Boat/planbe race on the lake, eachg camper gets a turn or they all go at the same time. Race for best time. Possible swim in the lake after"
,Materials,"Tc Tac toe board, dry erase board and marker",,,,Materials,"6 bubble suits, 1 long tarp, bubbles/suds/soap",,,,Materials,"12 water guns, 50 water balloons, pool noodles (10), 12 safety goggles",,,,Materials,"6 Dodgeballs, 1 Saftey goggles (?)",,,,Materials,"6 RC boats, 1 Flag or red bandana, 1 whistle"
,Location,Lake - Swing,,,,Location,Field - Tiny,,,,Location,Field - Tiny,,,,Location,Giant Swing,,,,Location,Lake - Dock
,Notes,"LG, Lake Swing HERO",,,,Notes,Bubble Suit HERO,,,,Notes,"Any day, Hero Support (?)",,,,Notes,Giant Swing HEROs,,,,Notes,LG Hero
,HEROES,LIFEGUARD,,,,HEROES,Village Heroes,,,,HEROES,,,,,HEROES,"Giants Swing 1st, Pole Course On ground",,,,HEROES,LIFEGUARD
P6,Activity,,,,,Activity,,,,,Activity,,,,,Activity,,,,,Activity
,Description,,,,,Description,,,,,Description,,,,,Description,,,,,Description
,Materials,,,,,Materials,,,,,Materials,,,,,Materials,,,,,Materials
,Location,,,,,Location,,,,,Location,,,,,Location,,,,,Location
,Notes,,,,,Notes,,,,,Notes,,,,,Notes,,,,,Notes
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
O1,Activity,Rainbow Pride Spa at Top of the Falls,,,,Activity,Make Blackberry Pie,,,,Activity,Watercolor at Secret Pool,,,,Activity,Paintball a Tapastry of Gurt,,,,Activity,RH: 'New Gurt and Burn Him'
,Description,Spa Day and Decorate with Rainbow stuff then parade back to camp,,,,Description,"Pick blackberries, make a simple syrup then make a pie",,,,Description,,,,,Description,"6 paintball guns, tapastry, tarp, clothes pins, rope to hang, tarp, paint pens",,,,Description,Burn a puppet made of felt and cardboard using a flamethrower
,Materials,"glitter, temp tattoos, face paint, brushes, rainbow stuff, henna, water color, brushes, paper, paint pens",,,,Materials,"premade pie crust, sugar, a pie tin, pre made pastry dough, butter knife, a tiny bit of milk",,,,Materials,"picnic blanket, 6 eatercolor sets, brushes, 12 sheets of watercolor paper",,,,Materials,Sketch on a tapastry and then paintball it,,,,Materials,Flamethrower
,Location,The Falls - Top,,,,Location,Outdoor Kitchen,,,,Location,Secret Pool,,,,Location,Ancient Weaponry,,,,Location,Campfire Circle
,Notes,,,,,Notes,https://www.allrecipes.com/recipe/12284/blackberry-pie-i/,,,,Notes,LG,,,,Notes,"Before the burn gurt cabin act, I dont know what Gurt is",,,,Notes,Flamethrower Hero
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
O2,Activity,Spa Day Picnic w/ Yoda,,,,Activity,RH - Bedazzle Brian's Head,,,,Activity,REST HOUR Aerial Yoga Mafia,,,,Activity,Uniform T-Shirt Day,,,,Activity,REST HOUR Aerial Yoga Mafia
,Description,"During lunch, so sandwiches & spa kit for Hot Rocks. And a dog (Yoda if possible)",,,,Description,,,,,Description,"Camper Eloise will be the storyteller, campers will do drops when they ""die""",,,,Description,Making Cabin T-Shirts,,,,Description,"Camper Eloise will be the storyteller, campers will do drops when they ""die"""
,Materials,"Spa kit, 6 facemasks",,,,Materials,"Bedazzle beads, face things, feathers",,,,Materials,mafia card,,,,Materials,"6 white shirts, Fabric markers, paint, stencils, paint brushes",,,,Materials,mafia card
,Location,Hot Rocks,,,,Location,Manzi,,,,Location,Lodge RH,,,,Location,Craft Shack 2,,,,Location,Lodge RH
,Notes,4.0,,,,Notes,5!,,,,Notes,4.0,,,,Notes,Requested for last day,,,,Notes,4.0
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
O3,Activity,Giant Swing Remember the Lyric,,,,Activity,Plan a Special Wakeup for Manzi 1,,,,Activity,(EMBERS) Glow in the Dark Night Swim,,,,Activity,Be a Counselor for a Day,,,,Activity,Slip n Slide Human Bowling
,Description,lyrics and regular trivia -if they can't remember the next lyris they pull the rope!,,,,Description,as above,,,,Description,,,,,Description,,,,,Description
,Materials,"trivia question, song lyrics (cabin will brainstorm)",,,,Materials,self collected,,,,Materials,"glowsticks, glow in the dark paint, under water flashlights",,,,Materials,,,,,Materials,inflatable pins
,Location,Giant Swing,,,,Location,Dining Area 2,,,,Location,The Falls - Bottom,,,,Location,_Other,,,,Location,Slip n Slide
,Notes,Giant Swing Facilitators,,,,Notes,,,,,Notes,LG or HERO just for extra watching,,,,Notes,Roaming,,,,Notes
,HEROES,"Giants Swing 1st, Pole Course On ground",,,,HEROES,,,,,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES
O4,Activity,Kidnapped and lost in the back 40,,,,Activity,RH - Grilled Pineapple with Flamethrower,,,,Activity,RH: Bedazzle Leni,,,,Activity,Ice Bucket Trivia,,,,Activity,Build a fruit castle
,Description,"They want to be blindfolded and kidnapped, lead to the Back 40, then find their own way back to main camp",,,,Description,"Think grilled cheese w/ flamethrower but with pineapple instead, REST HOUR",,,,Description,Makeover for Leni,,,,Description,"Ask each other trivia questions, bucket if wrong",,,,Description,Build a castle out of fruit (and possibly toothpicks) around a small sized box (think amazon) then eat it
,Materials,"blindfolds x 6, radio, map of back 40?",,,,Materials,"pineapple x2, flamethrower",,,,Materials,"Face gems, face paint, glitter, nail polish, hair color sticks, glitter sticks for hair",,,,Materials,"Bucket, Ice",,,,Materials,"Watermelon, various berries, pineapple, knife, toothpicks"
,Location,Back 40 2,,,,Location,Campfire Circle,,,,Location,PANDA,,,,Location,Field - Tiny,,,,Location,Dining Area 2
,Notes,,,,,Notes,Fire hero     55555,,,,Notes,Leni needed,,,,Notes,,,,,Notes
,HEROES,,,,,HEROES,Fire Safety (fire prop HERO),,,,HEROES,Leni,,,,HEROES,,,,,HEROES
O5,Activity,tie dye cabin jerseys,,,,Activity,Make a Band,,,,Activity,CAPP-Painting the swing,,,,Activity,Paint Canvas with paintball guns,,,,Activity,Finish the Story Picnic
,Description,making cabin jerseys with tie dye and fabric pens,,,,Description,Print sheet music for different instruments and learn to play 'riptide' together,,,,Description,sanding and painting the swing outside of oak 5,,,,Description,shoot paintball guns at a blank canvas to create a painting,,,,Description,Play one word story add on game at the yuba + spa and swimming
,Materials,"1 tshirt, tie dye, fabric",,,,Materials,"Instruments, sheet music, karaoke mic",,,,Materials,"saning, paint",,,,Materials,"paintball gun w/ paintballs, blank and large canvas",,,,Materials,"spa stuff, paper, pens, picnic"
,Location,Craft Shack 1,,,,Location,Lodge,,,,Location,oak,,,,Location,Throwing Range,,,,Location,Yuba
,Notes,,,,,Notes,Music HERO? (if easy--otherwise they can do it),,,,Notes,,,,,Notes,paintball hero,,,,Notes,"Already did swim test, just need driver"
,HEROES,,,,,HEROES,Village Heroes,,,,HEROES,,,,,HEROES,Paintball  Setup,,,,HEROES,Driver
O6,Activity,Ice bucket trivia,,,,Activity,Making Dippin Dots,,,,Activity,RH: Twister on lake mats,,,,Activity,make slime as a fidget,,,,Activity,Yuba river
,Description,trivia w/ ice water and if get question wrong get and ice bucket surprise,,,,Description,Making our very own dippin dots w/ liquid nitrogen,,,,Description,want to play twister on mats on the lake.,,,,Description,making slime as a fidget for destressing,,,,Description,Go to yuba river w/ Henna and body paint markers to chill and create art on one another'
,Materials,"new triva sheets, jeopardy categories, ice, water, small pitches, big bucket",,,,Materials,dippin dots supplies,,,,Materials,"Twister board and spinner,water safe soap, magnet fish",,,,Materials,"bowls elmers glue, shaving cream, borax, clay that doesnt dry, mixers, containers, directions",,,,Materials,"henna, body art pens, stencils"
,Location,Field - Climbing Wall,,,,Location,Dining Area RH,,,,Location,Lake - Mats,,,,Location,Dining Area 1,,,,Location,yuba 1
,Notes,544442.0,,,,Notes,"on popsicle day, not coco's dayv 555554",,,,Notes,"345, LG",,,,Notes,55553.0,,,,Notes,"LG/Driver, not taco salad or pizza day55543"
,HEROES,,,,,HEROES,,,,,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES,"Driver, LIFEGUARD"
C1,Activity,Paintball Art Creation,,,,Activity,Fighting a Firehose,,,,Activity,Wall of Cool Reenactment (KoolAid style) + Serving Drinks,,,,Activity,"""Dread"" DnD with Jenga",,,,Activity,Fishing with music
,Description,Painting a canvas with the paintballs of a paintball gun,,,,Description,Campers make defence to push through to the start of a firehose.,,,,Description,"Crash through a wall of cardboard boxes yelling ""Oh Yeah"", and serve electrolye drinks to everyone.",,,,Description,DnD but instead of dice we use jenga,,,,Description,classic fishing day with some tunes in the background
,Materials,"6 canvases/bandanas, 6 paintball guns + gear",,,,Materials,"2 Ducktape Rolls, Cardboards (self collected), 6 goggles, 2 BR shield or snow sledges",,,,Materials,"10+ cardboard boxes, 30 bags of electrolyes/gatorade from kitchen, 50 cups,",,,,Materials,"Jenga Game, DnD Box",,,,Materials,"5 fishing rods, 1 speaker, bait + fishing gear"
,Location,Archery,,,,Location,Field - Lake,,,,Location,Field - Tiny,,,,Location,Dining Area 2,,,,Location,Lake - Dock
,Notes,Paintball Gun Hero,,,,Notes,Firehose Hero,,,,Notes,KITCHEN Townrun for electrolyes or gatorade (or kitchen).,,,,Notes,,,,,Notes,Peyton as Fishing Hero
,HEROES,Paintball  Setup,,,,HEROES,Village Heroes,,,,HEROES,,,,,HEROES,,,,,HEROES,Peyton
C2,Activity,Karaoke Aerial Yoga w/C3,,,,Activity,Cedar Crown Recreation #1,,,,Activity,Making Smoothies with Fruits,,,,Activity,Cedar Crown Recreation #2,,,,Activity,Firehose Race + Shield
,Description,Doing Aerial Yoga meanwhile karaoke. May turn into rap battle.,,,,Description,Planning and Making,,,,Description,"making smoothies with fruit,",,,,Description,Making and Finishing,,,,Description,Make shields and run towards the fire hose. Later use the hamsterball.
,Materials,"karaoke set, 2 microphones,",,,,Materials,Jewelry Making Clinic Materials,,,,Materials,"1 Blender, 1 bucket of Ice, 1 box of Milk, Fruits: 6 bananas, 1 pineapple, 2 boxes of blue berries, 1 box of strawberry",,,,Materials,Jewelry Making Clinic Materials,,,,Materials,"2 large bubble suits, cardboards (self collected), 2 ducktapes"
,Location,Lodge,,,,Location,Craft Shack 1,,,,Location,Dining Area 2,,,,Location,Craft Shack 2,,,,Location,Field - Lake
,Notes,Aerial Yoga HERO,,,,Notes,Sarah Requested from CA to RH,,,,Notes,,,,,Notes,Sarah Requested from CA to RH,,,,Notes,Firehose Hero
,HEROES,Yoga,,,,HEROES,Sarah,,,,HEROES,,,,,HEROES,Sarah,,,,HEROES,Village Heroes
C3,Activity,Karaoke Aerial Yoga w/C2,,,,Activity,Make a story experience for Dylan,,,,Activity,Kidnap James and run his Presidential Campaign,,,,Activity,Help kitchen make Pizza then have picnic at Tea Pagoda,,,,Activity,Liquid Ice Cream in Triangles
,Description,Doing Aerial Yoga meanwhile karaoke. May turn into rap battle.,,,,Description,"Multiple day SE creation, use a session to create.",,,,Description,"Kidnap James, paint American flag on his face, and do a propaganda around camp for him to become American president",,,,Description,Help the kitchen to make pizza and have a picnic together,,,,Description,(Not COCo Day) Make Liquid Nitrogen ice cream in triangle shapes
,Materials,same as C2,,,,Materials,"2 big Papers, 3 A4 Paper, Sharpies x3",,,,Materials,"Facepaint, 3 color brushes, American costume (self collected), 3 wooden stick, 3 big paper, 3 big cardboard, colorful markers",,,,Materials,Work with kitchen,,,,Materials,Liquid Nitrogen Set
,Location,same as C2,,,,Location,Ceramics,,,,Location,Dining Area 1,,,,Location,Tea Pagoda,,,,Location,Dining Area 1
,Notes,same as C2,,,,Notes,An MFG as SE Hero,,,,Notes,,,,,Notes,Kitchen Hero,,,,Notes,Liquid Nitrogen Icecream Hero
,HEROES,,,,,HEROES,Village Heroes,,,,HEROES,,,,,HEROES,Village Heroes,,,,HEROES,Liquid Nitrogen
C4,Activity,Trivia Roullette,,,,Activity,RH: Experiment with Liquid Nitrogen,,,,Activity,Making Smoothies with Fruits,,,,Activity,Scuba @ Secret Pool,,,,Activity,Muy Thai Class with Davi
,Description,"If you get a question wrong, you get sprayed with random setting of the waterhose, water bucket, water balloons",,,,Description,"Collect blackberries & Flowers during CA and do LN during RH. Experiment with balloons, flowers, berries.",,,,Description,"making smoothies with fruit,",,,,Description,Look for treasure at secret pool.,,,,Description,"I teach my cabin muay thai lessons, tell them the story of muy thai, and explore technique."
,Materials,"Waterhose, water bucket, water balloons, trivia questions",,,,Materials,"2 Baloons, Flowers, 1 box of Straeberries, 1 box of blueberries",,,,Materials,"1 Blender, 1 bucket of Ice, 1 box of Milk, Fruits: 6 bananas, 1 pineapple, 2 boxes of blue berries, 1 box of strawberry",,,,Materials,"Colorfull glass (not sharp), scuba equipments for 6 people, sinkables,",,,,Materials,"Pads, gloves, cleaning rags, mattresses (all self-collected)"
,Location,Pine Hill,,,,Location,Dining Area 1,,,,Location,Dining Area 2,,,,Location,Secret Pool,,,,Location,Lodge
,Notes,,,,,Notes,Liquid Nitrogen Icecream Hero,,,,Notes,,,,,Notes,Scuba Hero,,,,Notes,Alan requested for sparing hero
,HEROES,,,,,HEROES,Liquid Nitrogen,,,,HEROES,,,,,HEROES,SCUBA Maintenance,,,,HEROES,Alan
C5,Activity,Make a Story Experience,,,,Activity,Wilderness Trip,,,,Activity,Wilderness Trip,,,,Activity,RH - 3-Layer Chocolate Cake to celebrate C5 last year,,,,Activity,Build Things & Set on Fire
,Description,Spend Cabin Act Crafting an SE,,,,Description,,,,,Description,,,,,Description,Make a 3 layer chocolate cake to celebrate C5's last year at camp: https://sallysbakingaddiction.com/triple-chocolate-layer-cake/,,,,Description
,Materials,"paper, pens, coloring pens",,,,Materials,,,,,Materials,,,,,Materials,"1 and 3/4 cups (219g) all-purpose flour (spooned & leveled)
3/4 cup (64g) unsweetened natural cocoa powder
1 and 3/4 cups (350g) granulated sugar
2 teaspoons baking soda
1 teaspoon baking powder
1 teaspoon salt
1/2 cup (113g/120ml) vegetable oil (or canola oil or melted coconut oil)
2 large eggs, at room temperature
2 teaspoons pure vanilla extract
1 cup (240g/ml) buttermilk, at room temperature
1 cup (240g/ml) freshly brewed strong hot coffee or hot water
1 and 1/4 cups (282g) unsalted butter, softened to room temperature
3 and 1/2 cups (420g) confectioners’ sugar
3/4 cup (64g) unsweetened cocoa powder (natural or Dutch-process)
3–5 Tablespoons (45–75g/ml) heavy cream (or half-and-half or milk), at room temperature
1 teaspoon pure vanilla extract
1/4 teaspoon salt
optional for decoration: semi-sweet chocolate chips",,,,Materials,"sticks, etc."
,Location,Dining Area 2,,,,Location,,,,,Location,,,,,Location,Dining Area then community kitchen,,,,Location
,Notes,Dylan (or an MFG),,,,Notes,,,,,Notes,,,,,Notes,KITCHEN Nelly Requested,,,,Notes,Flamethrower HERO
,HEROES,Dylan,,,,HEROES,,,,,HEROES,,,,,HEROES,Nelly,,,,HEROES,Flamethrower
