,Notes,,,FALSE,,Notes,Bebe or other dog + owner,,FALSE,,Notes,Liquid Nitrogen HERO,,FALSE,,Notes,Tie dye,,FALSE,,Notes,,,FALSE
,HEROES,,,,,HEROES,,,,,HEROES,Liquid Nitrogen,,,,HEROES,Tie Dye,,,,HEROES
M4,Activity,Live action murder mystery mafia,,FALSE,fd4c43baf662,Activity,picnic and swim at falls,,FALSE,0837162a9628,Activity,Crazy candle asmr,,FALSE,7232ac83fda1,Activity,CE: Mermaid Treasure Hunt,,FALSE,eab8a160cafe,Activity,CAPP,,FALSE,2c22c31429a9
,Description,"Plan a murder mystery with characters, costumes, and then play live action mafia",,N,,Description,"picnic, beach ball, picnic blanket, henna, nail polish",,N,,Description,Create crazy candles and do wax cracking asmr,,N,,Description,"ADJUST NO SCUBA6-7 mermaid tails (counselor will have to sit out if there are not enough)
Face paint and temporary tattoos (preferably mermaid themed?)
SCUBA tank
Treasure chest",,N,,Description,paint trap door,,N
,Materials,Mafia cards,,FALSE,,Materials,,,FALSE,,Materials,"Crock pot with wax (PREMELT), gloves, pinecones, random stuff to dip in wax",,FALSE,,Materials,,,FALSE,,Materials,,,FALSE
,Location,Manzi,,FALSE,,Location,The Falls - Bottom,,FALSE,,Location,Craft Shack 2,,FALSE,,Location,The Falls - Bottom,,FALSE,,Location,,,FALSE
,Notes,Hails or Diya or someone fun,,FALSE,,Notes,Need Lifeguard,,FALSE,,Notes,Crandle,,FALSE,,Notes,SCUBA & Lifeguard,,FALSE,,Notes,,,FALSE
,HEROES,"Hails, Diya",,,,HEROES,,,,,HEROES,,,,,HEROES,LIFEGUARD,,,,HEROES
M5,Activity,Spa Day at Hot rocks,,FALSE,07a053e875c6,Activity,Zookeeper chase #1,,FALSE,2ab545ae1c4a,Activity,create an amusement waterpark,,FALSE,0d3ba4eb6867,Activity,Stranded in the back 40,,FALSE,6214c3c56fb4,Activity,Fake Injuries - backup,,FALSE,620560257085
,Description,"Spa day at hot rocks, do spa activities, swim a little",,N,,Description,"Everyone is dressed as an animal, then counselor chases them with water guns, there are hidden water guns for them to fight back.",,N,,Description,Create a camp augusta amusement park,,N,,Description,,,N,,Description,Go around with fake injuries pretending we are hurt,,N
,Materials,"Face masks (6), Moisturizer (1), Hot rags(6), nail filer (2), Eye Masks (6), Hair clips and ties (10)",,FALSE,,Materials,"Water guns (6), 5 animal costumes, 1 zookeeper costume",,FALSE,,Materials,"slip n slide, tarp, hose, human bubbles, bubbles to blow, water guns (6), soap, goggles (4), water balloons",,FALSE,,Materials,,,FALSE,,Materials,"Fake blood, Fake limbs, injury props, crutches (6), slings (6), stretcher, wig (2), bandages, bald cap, fake head",,FALSE
,Location,Hot Rocks,,FALSE,,Location,Gaga Ball,,FALSE,,Location,Manzi,,FALSE,,Location,,,FALSE,,Location,Dining Area 1,,FALSE
,Notes,,,FALSE,,Notes,,,FALSE,,Notes,,,FALSE,,Notes,Kidnap Heros & Driver (3 people for first 30 min) and then one driver for full time,,FALSE,,Notes,,,FALSE
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,Driver,,,,HEROES
P1,Activity,Flag Making,,FALSE,8d2e48c3fa51,Activity,Balloon Archery,,FALSE,19151b32d290,Activity,Raftbuilding with picnic,,FALSE,7932b987d21b,Activity,Stranded in the back 40 - Rest Hour,,FALSE,13e00ed0d5c7,Activity,Paint shapes on canvas,,FALSE,2a7214f389f0
,Description,"make a pine 1 flag with paint, tracer and spray paint",,N,,Description,0,,N,,Description,Make a raft test it out on the lake have a picnic,,N,,Description,,,N,,Description,Paint shapes on canvas,,N
,Materials,"flag, spray paints, sticks, fabric",,FALSE,,Materials,"gloves, sharpie, bow and arrow, balloons",,FALSE,,Materials,"pool noodles, balls, duct tape, bin bags, plywood",,FALSE,,Materials,,,FALSE,,Materials,"Paintball guns, waterballoons, different paints, fabric/canvas",,FALSE
,Location,Flowspace,,FALSE,,Location,Archery,,FALSE,,Location,Lake - Swim Area 1,,FALSE,,Location,,,FALSE,,Location,Riflery,,FALSE
,Notes,,,FALSE,,Notes,Josh Could do Balloon,,FALSE,,Notes,Need to wear life jackets; LG,,FALSE,,Notes,Kidnap Heros & Driver (3 people for first 30 min) and then one driver for full time (RH),,FALSE,,Notes,"Paintball HERO, Pine 1 stencil, accuracy issue, lean on waterbaloons",,FALSE
,HEROES,,,,,HEROES,Village Heroes,,,,HEROES,Driver,,,,HEROES,LIFEGUARD,,,,HEROES
P2,Activity,Water balloon baseball,,FALSE,a76956246392,Activity,Throwing Range,,FALSE,23d21050cc21,Activity,RH: Stranded in the back 40,,FALSE,7aa1438554ac,Activity,Water Games,,FALSE,7e43cf3a8818,Activity,Slime Fight with Peyton,,FALSE,bdcf41581e52
,Description,baseball with water baloons,,N,,Description,throw axes at balloon with paint inside,,N,,Description,,,N,,Description,Wate games on the tampoline,,N,,Description,we make lots of slime and dump it on peyton - Then have a slime fight,,N
,Materials,"bases, baseball bat, water balloons",,FALSE,,Materials,"balloons, paint",,FALSE,,Materials,,,FALSE,,Materials,Trampoline,,FALSE,,Materials,"MFG slime (lots of?), bucket",,FALSE
,Location,Field - Cedar,,FALSE,,Location,,,FALSE,,Location,,,FALSE,,Location,Lake - Outer 1,,FALSE,,Location,Field - Lake,,FALSE
,Notes,,,FALSE,,Notes,"Axe hero, adjust baloons to water",,FALSE,,Notes,Kidnap Heros & Driver (3 people for first 30 min) and then one driver for full time,,FALSE,,Notes,Lifeguard (RH),,FALSE,,Notes,,,FALSE
,HEROES,"Low Ropes, Pole Course On ground",,,,HEROES,Dylan,,,,HEROES,Flamethrower,,,,HEROES,,,,,HEROES,Lathe Woodworking
P3,Activity,Low Ropes bonding,,FALSE,ab034be505dc,Activity,Mission: Infiltrate & Destroy,,FALSE,c5b174f83567,Activity,Flamethrower Lunch,,FALSE,c24d723bffb4,Activity,Nerf Battle,,FALSE,d8cf328e90f9,Activity,Lathe Swords,,FALSE,2af2915aced4
,Description,,,N,,Description,"Secret agent costume, Items for smashing (including e-waste), Sledgehammer, Large tarp to smash things on, Several Cardboard boxes (maybe 6), Five pairs of safety glasses",,N,,Description,Make our own lunch with the flamethrower,,N,,Description,A huge nerf battle,,N,,Description,Make swords at lathe and then create a community in the woods at rest hour with our spears,,N
,Materials,,,FALSE,,Materials,,,FALSE,,Materials,"Different foods to cook on the flamethrower, tin foil, plates, forks",,FALSE,,Materials,"nerf guns, nerf bullets, safety glasses",,FALSE,,Materials,"Lathe materials, pool noodles",,FALSE
,Location,Low Ropes 1,,FALSE,,Location,Parking Lot,,FALSE,,Location,Parking Lot,,FALSE,,Location,Dirt Bowl,,FALSE,,Location,Lathe,,FALSE
,Notes,Low Ropes,,FALSE,,Notes,Smashing things hero - Dylan,,FALSE,,Notes,flamethrower hero,,FALSE,,Notes,,,FALSE,,Notes,Lathe facilitator,,FALSE
,HEROES,,,,,HEROES,"Giants Swing 1st, Pole Course On ground",,,,HEROES,Dylan,,,,HEROES,Fire Safety (fire prop HERO),,,,HEROES,LIFEGUARD
P4,Activity,Nerf gun fight in forest,,FALSE,e9748f308526,Activity,giant swing paper planes,,FALSE,f5974bf5a069,Activity,Mission: Infiltrate & Destroy,,FALSE,1d84e8e96ec3,Activity,make a cardboard house with puppets,,FALSE,8e661a88dbcb,Activity,RH: Extreme Three Way Aquatic Duel,,FALSE,f64a94690399
,Description,,,N,,Description,person on swing throws paper planes/kites or water gun to shoot people on the ground.,,N,,Description,"Secret agent costume, Items for smashing (including e-waste), Sledgehammer, Large tarp to smash things on, Several Cardboard boxes (maybe 6), Five pairs of safety glasses",,N,,Description,"puppets living in the cardboard house, setting it on fire and try to save the puppet.",,N,,Description,Watergun fight on canoes,,N
,Materials,"5 nerf gun, 5 glasses, cardboard to make and decorate sheilds.",,FALSE,,Materials,"paper planes, water gun, kite",,FALSE,,Materials,,,FALSE,,Materials,"Cardboard, sock puppets, something to set it on fire, something to put out the fire.",,FALSE,,Materials,"6 waterguns, 3 canoes",,FALSE
,Location,Dirt Bowl,,FALSE,,Location,Giant Swing,,FALSE,,Location,Parking Lot,,FALSE,,Location,Lake Campfire,,FALSE,,Location,Lake - Swim Area 1,,FALSE
,Notes,,,FALSE,,Notes,Specify the HERO - Gswing HERO,,FALSE,,Notes,Smashing things hero - Dylan preferred + others,,FALSE,,Notes,the fire pit at the Lake FIrepit- need a fire hero?,,FALSE,,Notes,Lifeguard,,FALSE
,HEROES,,,,,HEROES,Flaming Pinecone Throwing,,,,HEROES,Paintball  Setup,,,,HEROES,Fire Safety (fire prop HERO),,,,HEROES
P5,Activity,Lightsabers,,FALSE,27733a661ea2,Activity,CE: Flaming Golf,,FALSE,1be9038ab27b,Activity,Hide and seek paintball,,FALSE,50582334cac1,Activity,Blow up Jeff the Scarecrow,,FALSE,039244737d09,Activity,Kidnap Andres and Make Flamethrower grilled cheese,,FALSE,0ddf5485245f
,Description,Make lightsaber handles in lathe and add pool noodles,,N,,Description,,,N,,Description,Tyson hides and they seek me and shoot me with paintball,,N,,Description,Make a giant scarecrow in the campfire pit and blow it up in a fiery explosion. (smoke cookies?) someway to blow up in a fiery way,,N,,Description,,,N
,Materials,"Wood, dowles, paint, pool noodles, GLUE?",,FALSE,,Materials,,,FALSE,,Materials,"Paintball guns, nerf guns, costume",,FALSE,,Materials,"straw, sticks, tape that can be burned, Fuse, smoke bomb",,FALSE,,Materials,,,FALSE
,Location,Lathe,,FALSE,,Location,Field - Lake,,FALSE,,Location,Back 40 1,,FALSE,,Location,Campfire Circle,,FALSE,,Location,Kitchen,,FALSE
,Notes,Lathe Hero,,FALSE,,Notes,Flaming Golf Hero,,FALSE,,Notes,Paintball hero,,FALSE,,Notes,Fire Hero?,,FALSE,,Notes,Maybe Andres on Cookie Day,,FALSE
,HEROES,,,,,HEROES,,,,,HEROES,"Charlton, Vic",,,,HEROES,"Rope Swing, LIFEGUARD",,,,HEROES,LIFEGUARD
P6,Activity,dodgeball w/ the floor is lava,,FALSE,179759a290e1,Activity,Low Ropes,,FALSE,44ffaeca043d,Activity,CE: Raging Grannies,,FALSE,52691b6cf1b5,Activity,Swing in water,,FALSE,c52f8c9ce59e,Activity,Kidnap Robyn and drive her car into the lake.,,FALSE,965a853a685f
,Description,,,N,,Description,,,N,,Description,,,N,,Description,Pool noodle hoops and land in it from the lake swing,,N,,Description,,,N
,Materials,"dodgeball 16 balls, mats 8, safety goggles and helmets",,FALSE,,Materials,,,FALSE,,Materials,,,FALSE,,Materials,"pool noodles to make a hoop, gorilla tape",,FALSE,,Materials,"cardboard, rope, blindfolds, big bag (for head)",,FALSE
,Location,Lodge,,FALSE,,Location,Low Ropes 1,,FALSE,,Location,_Other,,FALSE,,Location,Lake - Swing,,FALSE,,Location,Lake field,,FALSE
,Notes,,,FALSE,,Notes,,,FALSE,,Notes,Ideally Vic & Charlton - but Charlton and another HERO could work,,FALSE,,Notes,life guards and Rope swing facilitator (RH),,FALSE,,Notes,LG,,FALSE
,HEROES,,,,,HEROES,,,,,HEROES,LIFEGUARD,,,,HEROES,Driver,,,,HEROES,Paintball  Setup
O1,Activity,Dream Catcher Decoration for Cabin,,FALSE,2ca6ed6b3916,Activity,Sabatoge Low Rope,,FALSE,eb48ff69c7fa,Activity,Picnic at Hot rocks,,FALSE,d0752c746567,Activity,EMBERS Scavanger Hunt for Stuffies,,FALSE,56b5c9f2ce78,Activity,CE: Miracle Berry Game Show,,FALSE,87b1b7771101
,Description,Make dream catchers to decorate the cabin,,N,,Description,Do low ropes activities and take turns having campers draw mafia cards to see the sabotage,,N,,Description,Eat lunch and play games,,N,,Description,Mavis will make some clues and they will go look for their kidnapped stuffed animals,,N,,Description,,,N
,Materials,"beads, paint, 30 popsicle sticks, string, hot glue, printed instructions",,FALSE,,Materials,"Costumes (they grab), 6 papers (5 blank, 1 that says Mafia) (mafia cards)",,FALSE,,Materials,"decks of cards, picnic, Taco Cat Goat Cheese Pizza game?, Halligalli Game",,FALSE,,Materials,"Riddles, codes, paper, maps, stuffies",,FALSE,,Materials,,,FALSE
,Location,Craft Shack 2,,FALSE,,Location,Low Ropes 1,,FALSE,,Location,Hot Rocks,,FALSE,,Location,_Other,,FALSE,,Location,Dining Area 1,,FALSE
,Notes,,,FALSE,,Notes,Low Ropes Facilitator,,FALSE,,Notes,,,FALSE,,Notes,Seems like Mavis wants to do the clue prep,,FALSE,,Notes,Game Show Host Hero,,FALSE
,HEROES,,,,,HEROES,"Low Ropes, Pole Course On ground",,,,HEROES,,,,,HEROES,,,,,HEROES,Village Heroes
O2,Activity,Horse Paint Makeover Competition,,FALSE,e6a2ee1a9ca3,Activity,Swim Obstacle Course,,FALSE,eb233bb43013,Activity,Henna Spa Madness at Manzi Hammocks,,FALSE,4858d0948ae4,Activity,EMBERS Oak Mermaid Party,,FALSE,4278aca1bb98,Activity,Stranded in the back 40,,FALSE,d830c66a01ff
,Description,Campers will split into teams and dress up the horses and do a fashion show in front of the judges (counselor + horse people),,N,,Description,Compete Against eachother to do a race around obstacles in the lake,,N,,Description,"Back up option :) Henna, Hair tinsel, Spa madness",,N,,Description,Night time mermaid party w/ O4 and O5,,N,,Description,,,N
,Materials,"Tempura paint, decor (bandanas, costume pieces a horse could wear), hats for horses?",,FALSE,,Materials,Obstacle Course Route Sheet,,FALSE,,Materials,"Henna, Hair tinsel, hair chalk",,FALSE,,Materials,"Neon Stuff, mermaid tails, lots of lanterns",,FALSE,,Materials,,,FALSE
,Location,Horses,,FALSE,,Location,Lake - Mats,,FALSE,,Location,Manzi,,FALSE,,Location,The Falls - Bottom,,FALSE,,Location,,,FALSE
,Notes,Horse girls and probably Rae for support :),,FALSE,,Notes,Lifeguard (ideally someone energetic who can help facilitate a struggling cabin/ counselor),,FALSE,,Notes,Rae HERO,,FALSE,,Notes,,,FALSE,,Notes,Kidnap Heros & Driver (3 people for first 30 min) and then one driver for full time,,FALSE
,HEROES,Rae,,,,HEROES,LIFEGUARD,,,,HEROES,Rae,,,,HEROES,,,,,HEROES,Driver
O3,Activity,Extreme Counselor Costume Makeover,,FALSE,e219853a82e1,Activity,Messy Paint dodgeball,,FALSE,3f9b0c6a2e9f,Activity,Swimming Spa Day at the Falls,,FALSE,e3b2360203eb,Activity,EMBERS Shaving Cream Slip N Slide,,FALSE,e269c7dc6cdf,Activity,RH: Stranded in the back 40,,FALSE,840415989790
,Description,Campers give Jayla a crazy makeover,,N,,Description,"Campers will play dodgeball and get messy, making sure to hose down tiny after :)",,N,,Description,,,N,,Description,Color dye drops in water guns to dye shirts,,N,,Description,,,N
,Materials,"facepaint, hair accessories, hair beads, iced tea",,FALSE,,Materials,"eye protection, buckets of tempura paint, shaving cream?, buckets of water, dodgeballs, maybe a big tarp?, NO TARPS ON FIELDS OF GRASS - hose (down there already?) - yEs BY STAFF HOUSE",,FALSE,,Materials,"Henna, Face masks, other spa box things",,FALSE,,Materials,"white shirts, shaving cream, blue and red bandanas, slip n slide, 6-7 water guns",,FALSE,,Materials,,,FALSE
,Location,Dining Area 1,,FALSE,,Location,Field - Tiny,,FALSE,,Location,The Falls - Bottom,,FALSE,,Location,Manzi Hill,,FALSE,,Location,,,FALSE
,Notes,,,FALSE,,Notes,,,FALSE,,Notes,LIFEGUARD,,FALSE,,Notes,,,FALSE,,Notes,Kidnap Heros & Driver (3 people for first 30 min) and then one driver for full time,,FALSE
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,Driver
O4,Activity,Mafia + Trivia Trampoline Games,,FALSE,1c0c98114c6f,Activity,Dares & Henna at Hot Rocks,,FALSE,9c3dcd46bbac,Activity,blindfolded cooking challenge,,FALSE,8cb09ca39a9b,Activity,Low Ropes - THURSDAY EMBERS?,,FALSE,223d5f601002,Activity,CE: Liquid Nitrogen Lab,,FALSE,ce2c93658569
,Description,,,N,,Description,Create silly dares that they will draw randomly during the rest of the session,,N,,Description,Make bread with different campers missing one of their senses,,N,,Description,Team bonding (technically their embers because they will also attend the Mermaid Party),,N,,Description,,,N
,Materials,"Trivia sheet, Mafia cards",,FALSE,,Materials,"paper, pens, jar, henna",,FALSE,,Materials,"3 blindfolds, ingredients, chef costumes, 2 ear muffs+ earplugs",,FALSE,,Materials,,,FALSE,,Materials,,,FALSE
,Location,Lake - Trampoline,,FALSE,,Location,Hot Rocks,,FALSE,,Location,Outdoor Kitchen,,FALSE,,Location,Low Ropes 2,,FALSE,,Location,Dining Area 1,,FALSE
,Notes,,,FALSE,,Notes,,,FALSE,,Notes,Breadmaking Facilitator,,FALSE,,Notes,Low Ropes Facilitator,,FALSE,,Notes,Liquid Nitrogen HERO - Gracie or new person if we trained someone!,,FALSE
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,"Low Ropes, Pole Course On ground",,,,HEROES,"Gracie, Liquid Nitrogen"
O5,Activity,Vampyr Pampyr,,FALSE,c52b9b7af6df,Activity,Back 40 Paint Twister,,FALSE,54f9852e2bf4,Activity,Lake Speed Run,,FALSE,a3f8697d1cf4,Activity,CAPP EMBERSNight mermaid party,,FALSE,51a956258684,Activity,Bath house CAPP,,FALSE,503b5c68139a
,Description,,,N,,Description,Go to the back 40 and play twister with washable safe paint,,N,,Description,"Do all lake activities in one hour; trampoline, iceberg,rope swing, canoe, any others opne",,N,,Description,switch embers and cabin act? Become mermaids at the falls and use glow in the dark paint and glow sticks,,N,,Description,want to paint spots in the oak bathroom and plan for paint,,N
,Materials,,,FALSE,,Materials,"tempura paint, Twister, tarp",,FALSE,,Materials,-,,FALSE,,Materials,"mermaid outfits 6, glow in the dark paint, glowsticks 10, and fun glowy things.",,FALSE,,Materials,"oil paint, paint brushes, paint rags",,FALSE
,Location,,,FALSE,,Location,Madrone Cradle,,FALSE,,Location,Lake - Swim Area 2,,FALSE,,Location,The Falls - Bottom,,FALSE,,Location,Oak,,FALSE
,Notes,,,FALSE,,Notes,,,FALSE,,Notes,LIFEGUARD,,FALSE,,Notes,Thursday requested,,FALSE,,Notes,,,FALSE
,HEROES,,,,,HEROES,,,,,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES
C1,Activity,WW1 Trench Battle,,FALSE,a74ec280a445,Activity,CE: Flaming Golf,,FALSE,7336f1c0167c,Activity,Decorate and Make a Garden for Cedar 1,,FALSE,7c164ae8ff0b,Activity,Battle Royale on Canoes,,FALSE,658dda13e92c,Activity,Snorkling Picnic @ Secret Pool,,FALSE,975be663fdd1
,Description,"Recreate WW1 trench battle with silks, cardboard, costumes and take turn to defend and attack with Battle Royale Swords and Axes.",,N,,Description,,,N,,Description,"Cabin decorates the cabin with silks, flowers, fairy lights, and make a garden with plants (that deers don't eat).",,N,,Description,Take 2 canoes out and do canoe jousting with the long lance and foam tip arrows.,,N,,Description,"Go to secret pool and do snorkling, play with ball, poolnoodles, and have a picnic.",,N
,Materials,"Battle Axes x3, Swords x5, Shovels x5, Silly Costumes (self collected)",,FALSE,,Materials,,,FALSE,,Materials,"Town run for x10 pots of deer-proof plants (rosemarry, beepaln, lavender, catmint, yarrow, sage, etc.), tapestries x4, fairy lights x2",,FALSE,,Materials,"Canoes x2, Foam-tipped arrows x10, Bow x2, Lance x2",,FALSE,,Materials,"Snorkling Kit x 6, Sinkable X3, Pool Noodles x6, Picnic Sandwiches or Pizza x6",,FALSE
,Location,Back 40 Trench (behind Blacksmithing),,FALSE,,Location,Field - Lake,,FALSE,,Location,Cedar 1,,FALSE,,Location,Lake - Outer 2,,FALSE,,Location,Secret Pool,,FALSE
,Notes,Batte Royale Facilitator x1,,FALSE,,Notes,Flaming Golf Hero,,FALSE,,Notes,,,FALSE,,Notes,"Lifeguard x1, Canoe Facilitator x1, Battle Royale Facilitator x1, Hose off with fresh water",,FALSE,,Notes,Lifeguard x1,,FALSE
,HEROES,,,,,HEROES,Flaming Pinecone Throwing,,,,HEROES,,,,,HEROES,,,,,HEROES,LIFEGUARD
C2,Activity,Low Ropes,,FALSE,0d77825927e7,Activity,Hide and Seek Infection @ Cedar,,FALSE,244b3d30325a,Activity,Kidnap James,,FALSE,d4be50eb6055,Activity,Catapult on-fire pinecone into cardboard house.,,FALSE,02e3cda1d156,Activity,CE: Rescue your Counselor,,FALSE,061d212c7627
,Description,"Play, explore, and have fun in Low Ropes",,N,,Description,Play Hide and Seek,,N,,Description,"Kidnap James, give him a makeup a costume into King/Queen of England, and then have a tea party with the Queen/King on British trivia.",,N,,Description,"Make a catapult and a cardboard house, and then catapult on-fire pinecone into it.",,N,,Description,,,N
,Materials,none,,FALSE,,Materials,"Red Pool Noodles x6, Orange Bandana x2, Costumes (self collected)",,FALSE,,Materials,"Facepaint x1, bandana x1",,FALSE,,Materials,"Long bamboo sticks x20, Electic cords x30, a metal bowl x1, cardboard boxes x5, hose Waterbaloons",,FALSE,,Materials,,,FALSE
,Location,Low Ropes 2,,FALSE,,Location,Cedar,,FALSE,,Location,Field - Tiny,,FALSE,,Location,Field - Lake,,FALSE,,Location,Gravity Zip,,FALSE
,Notes,Low Ropes Hero x1,,FALSE,,Notes,Gabe,,FALSE,,Notes,James,,FALSE,,Notes,"Fire Hero x1   SWITCH Cardboard house is on fire, catapult launches waterbaloons",,FALSE,,Notes,"Gzip 1st and 2nd, and evil mastermind hero",,FALSE
,HEROES,"Low Ropes, Pole Course On ground",,,,HEROES,Gabe,,,,HEROES,James,,,,HEROES,Fire Safety (fire prop HERO),,,,HEROES,Village Heroes
C3,Activity,Trivia Push,,FALSE,c8497905f26b,Activity,Soccer with Hamster ball,,FALSE,0db35769cdc5,Activity,So Wiped Out!,,FALSE,f96e07b0fa20,Activity,CE: Rescue your Counselor,,FALSE,fe4264c69eba,Activity,Picnic @ Falls,,FALSE,7d2f86cf1948
,Description,Get on top of iceberg. Play trivia -- if you're wrong you're pushed off,,N,,Description,Soccer game with Bubble Suits,,N,,Description,Obstacle Course on the water,,N,,Description,,,N,,Description,Have fun at the fall from cabin act to rest hour.,,N
,Materials,Trivia question list x1,,FALSE,,Materials,"Bubble Suits x6, soccer ball x1 helmet",,FALSE,,Materials,Poolnoodle Loop x4,,FALSE,,Materials,,,FALSE,,Materials,"Pool Noodles x6, Volley Ball x1, Football x1, Floaties x5",,FALSE
,Location,Lake - Swim Area 1,,FALSE,,Location,Field - Cedar,,FALSE,,Location,Lake - Swing,,FALSE,,Location,Gravity Zip,,FALSE,,Location,Hot Rocks,,FALSE
,Notes,Lifeguard x1,,FALSE,,Notes,Heroes set up first and second,,FALSE,,Notes,"Swing into the Lake Hero x1, Lifeguard x1",,FALSE,,Notes,"Gzip 1st and 2nd, and evil mastermind hero (and lvl 2 on ground)",,FALSE,,Notes,,,FALSE
,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES,LIFEGUARD,,,,HEROES,"Ground Belay 1st CW, Ground Belay 1st GJ, Ground Belay 1st SS, Ground Belay 2nd, Pole Course On ground",,,,HEROES
C4,Activity,Flamethrower grilled cheese,,FALSE,98efecafbbe3,Activity,Tag Variation,,FALSE,e93237c55666,Activity,RH: Mission: Infiltrate & Destroy,,FALSE,280b6204644f,Activity,Secret pool on Pizza Day,,FALSE,30ce53d1d110,Activity,Sumo Slip N Slide,,FALSE,a56ed345dd1f
,Description,make grilled cheese with flamethrower,,N,,Description,Play as many variations of tag and rate them,,N,,Description,"Secret agent costume, Items for smashing (including e-waste), Sledgehammer, Large tarp to smash things on, Several Cardboard boxes (maybe 6), Five pairs of safety glasses",,N,,Description,head to secret pool with pizza and chill for cabin act hour and lunch,,N,,Description,Wear sumo balls and wrestle on the slip n slide,,N
,Materials,"12x Flat Cheese, 12x Bread slice, 1x plate of Nachos, 1x bowl of shredded cheese",,FALSE,,Materials,"Mini Radios x6, Blindfolds x6, Dog tags x6, Pool noodles x2, Dodgeballs x6, Hula Hoops x4",,FALSE,,Materials,,,FALSE,,Materials,"Pool Noodles x6, Volley Ball x1, Football x1, Floaties x5",,FALSE,,Materials,"slip n slide, sumo suits x6, water guns x6",,FALSE
,Location,Dining Area 1,,FALSE,,Location,Field - Tiny,,FALSE,,Location,Parking Lot,,FALSE,,Location,Secret Pool,,FALSE,,Location,Manzi,,FALSE
