Cabin Act Sorting - S4W1
,Monday,,,,,Tuesday,,,,,Wednesday,,,,,Thursday,,,,,Friday,,,,,Extra,,,,,Extra,,,,,Extra

,HEROES,Village Heroes,,,,HEROES,,,,,HEROES,,,,,HEROES,Village Heroes,,,,HEROES,Brian,,,,HEROES,,,,,HEROES,,,,,HEROES
M3,Activity,Create a cabin flag and mascot,Van,FALSE,b2f87ecdcbde,Activity,Picnic at the falls,Van,FALSE,0426b922ba05,Activity,Make a cabin jersey,Van,FALSE,f54d3a51b3bc,Activity,"Deaf, blind, mute, making slime",Van,FALSE,417e8d7f6b01,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,Make a cabin flag for the cabin and create a mascrot,Risk,N,,Description,spa + picnic,Risk,N,,Description,,Risk,N,,Description,making slime through teamwork,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,"large fabric, cloth marker, paint for fabric, some decorations",Armory,FALSE,,Materials,"henna, lunch (from kitchen), volleyballs",Armory,FALSE,,Materials,"5 white t shirts, fabric paint + markers, tie dye stuff",Armory,FALSE,,Materials,"slime recipe and ingredients, blindfold, headphones, ear plugs",Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,Craft Shack 2,Picnic,FALSE,,Location,The Falls - Bottom,Picnic,FALSE,,Location,Craft Shack 1,Picnic,FALSE,,Location,Dining Area 2,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,5-5-4-4-5,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
M4,Activity,Paint Horses,Van,FALSE,57726ff8427a,Activity,Water gun trivia on giant swing,Van,FALSE,9ad47833c314,Activity,Picnic at the falls,Van,FALSE,2d5a3e6c2bad,Activity,,Van,FALSE,03b4989a31c0,Activity,CAPP: Make a swing for M4,Van,FALSE,6498a6f779ee,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,Decorate the horses,Risk,N,,Description,"Go on a giant swing, the person on the swing will be asked a trivia question, when they answer incorrectly they swing and get shot with water gun",Risk,N,,Description,"Swim at the falls, eat a picnic, do henna",Risk,N,,Description,,Risk,N,,Description,(similar to M3) and paint it,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,"1 horse, Horse-friendly paint",Armory,FALSE,,Materials,"waterguns x5, Bucket of water, trivia questions",Armory,FALSE,,Materials,Henna cones,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,"wood x3, rope x2, paints, brushes (wood with 2 holes drilled in it, wood to make spot where it hangs)",Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,Horses,Picnic,FALSE,,Location,Giant Swing,Picnic,FALSE,,Location,The Falls - Bottom,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,Manzi,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,EQ team,Food,FALSE,,Notes,2x GS facilitators,Food,FALSE,,Notes,Want on a hot day,Food,FALSE,,Notes,,Food,FALSE,,Notes,Needs to pass consensus,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,,,,,HEROES,Guillotine,,,,HEROES,,,,,HEROES,"Giants Swing 1st, Pole Course On ground",,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
M4,Activity,Paint Horses,Van,FALSE,57726ff8427a,Activity,Water gun trivia on giant swing,Van,FALSE,9ad47833c314,Activity,Picnic at the falls,Van,FALSE,2d5a3e6c2bad,Activity,,Van,FALSE,03b4989a31c0,Activity,CAPP: Make a swing for M4,Van,FALSE,6498a6f779ee,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,Decorate the horses,Risk,N,,Description,"Go on a giant swing, the person on the swing will be asked a trivia question, when they answer incorrectly they swing and get shot with water gun",Risk,N,,Description,"Swim at the falls, eat a picnic, do henna",Risk,N,,Description,,Risk,N,,Description,(similar to M3) and paint it,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,"1 horse, Horse-friendly paint",Armory,FALSE,,Materials,"waterguns x5, Bucket of water, trivia questions",Armory,FALSE,,Materials,Henna cones,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,"wood x3, rope x2, paints, brushes (wood with 2 holes drilled in it, wood to make spot where it hangs)",Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,Horses,Picnic,FALSE,,Location,Giant Swing,Picnic,FALSE,,Location,The Falls - Bottom,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,Manzi,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,EQ team,Food,FALSE,,Notes,2x GS facilitators,Food,FALSE,,Notes,Want on a hot day,Food,FALSE,,Notes,,Food,FALSE,,Notes,Needs to pass consensus,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,,,,,HEROES,Guillotine,,,,HEROES,,,,,HEROES,"Giants Swing 1st, Pole Course On ground",,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
M5,Activity,,Van,FALSE,4e4b720bfa7f,Activity,Giant swing w/ water guns,Van,FALSE,cb0af0c8294c,Activity,Picnic @ tree climbing,Van,FALSE,fbe50816db21,Activity,,Van,FALSE,15fd9bd03a4c,Activity,REST HOUR Liquid Nitrogen Ice Cream,Van,FALSE,91c5c79b5824,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,,Risk,N,,Description,campers take turns on giant swing. those on the ground squirt the person on g swing w/ waterguns,Risk,N,,Description,Climb up and have a picnic,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,,Armory,FALSE,,Materials,waterguns (6),Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,,Picnic,FALSE,,Location,Giant Swing,Picnic,FALSE,,Location,Tree Climbing,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,Tree Climbing facilitator,Food,FALSE,,Notes,,Food,FALSE,,Notes,5,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES,Yoga,,,,HEROES,"Tree Climbing, Pole Course On ground",,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
M5,Activity,,Van,FALSE,4e4b720bfa7f,Activity,Giant swing w/ water guns,Van,FALSE,cb0af0c8294c,Activity,Picnic @ tree climbing,Van,FALSE,fbe50816db21,Activity,,Van,FALSE,15fd9bd03a4c,Activity,REST HOUR Liquid Nitrogen Ice Cream,Van,FALSE,91c5c79b5824,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,,Risk,N,,Description,campers take turns on giant swing. those on the ground squirt the person on g swing w/ waterguns,Risk,N,,Description,Climb up and have a picnic,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,,Armory,FALSE,,Materials,waterguns (6),Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,,Picnic,FALSE,,Location,Giant Swing,Picnic,FALSE,,Location,Tree Climbing,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,Tree Climbing facilitator,Food,FALSE,,Notes,,Food,FALSE,,Notes,5,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES,Yoga,,,,HEROES,"Tree Climbing, Pole Course On ground",,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
P1,Activity,Aerial Bungee Backflips,Van,FALSE,2e63696d225a,Activity,Trampoline into target rings on lake,Van,FALSE,64895687fc8d,Activity,Slip n Slide Bowling,Van,FALSE,3e5ad528a5ca,Activity,Bubble Suit Wrestling,Van,FALSE,9c8b4e44211b,Activity,Flame Thrower Pizza,Van,FALSE,21941764ef0f,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,Cabin learns how to do backflips on Aerial Bungee,Risk,N,,Description,Campers try to jump into floating rings off the lake trampoline,Risk,N,,Description,Campers hit inflatable Bowling Pins with body using slip n slide,Risk,N,,Description,Campers wrestle on maths on the lake using bubble suits,Risk,N,,Description,"Cabin cooks a pizza, or grilled cheese with a flamethrower",Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,"Aerial Bungee, bag of Dodgeballs",Armory,FALSE,,Materials,A few rings to float,Armory,FALSE,,Materials,Campers hit inflatable Bowling Pins with body using slip n slide,Armory,FALSE,,Materials,6 bubble suits (at least 2),Armory,FALSE,,Materials,1 Pizza cut into 5 equal pieces to cook OR 6 slices of cheese plus 12 slices of bread,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,Aerial Bungee,Picnic,FALSE,,Location,Lake - Trampoline,Picnic,FALSE,,Location,Slip n Slide,Picnic,FALSE,,Location,Lake -  Mats,Picnic,FALSE,,Location,Campfire Circle,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,"Need a AB 1st, Liam is a 2nd, want on a cooler day",Food,FALSE,,Notes,"LG, want on a hot day",Food,FALSE,,Notes,Want on a hot day,Food,FALSE,,Notes,LG,Food,FALSE,,Notes,Could do grilled cheese if not possible,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,"Liam C, Giant Swing",,,,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
P2,Activity,Lathe Lightsabers,Van,FALSE,6996b8726912,Activity,Remote Control Car fights,Van,FALSE,e8338f5d0333,Activity,Day at the Yuba,Van,FALSE,7c007e2bb2ee,Activity,Woodburn shields,Van,FALSE,f71eb50b769e,Activity,Homemade Soapbox,Van,FALSE,03d4cb0f0337,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,Make lightsabers on the lathe and paint them,Risk,N,,Description,"Remote control cars, attach forks and bvaloons to the front and try to pop them",Risk,N,,Description,Picnic at the Yuba + cards and gold panning and play with floaties,Risk,N,,Description,Woodburning slabs of wood with a Pine 2 crest,Risk,N,,Description,Make a soapbox with steering and paint it,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,Lathe stuff,Armory,FALSE,,Materials,"Battle Bots PS materials // Remote controls cars (at least 2), forks (6x) Balloons (6x), Blindfolds for extra fun (???)",Armory,FALSE,,Materials,"Floaties, gold panning device, pool noodles, playing cards, sandwiches",Armory,FALSE,,Materials,Wood burning tools (6x),Armory,FALSE,,Materials,Gorilla Cart,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,Lathe,Picnic,FALSE,,Location,Gaga Ball,Picnic,FALSE,,Location,Yuba,Picnic,FALSE,,Location,dining area 3,Picnic,FALSE,,Location,Pine,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,Lathe person,Food,FALSE,,Notes,PS from the past,Food,FALSE,,Notes,LG & Driver,Food,FALSE,,Notes,Needs a woodburning facilitator // Probs talk to Ken and Casey about wood,Food,FALSE,,Notes,Flexible location,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,Lathe Woodworking,,,,HEROES,,,,,HEROES,"Driver, LIFEGUARD",,,,HEROES,"Casey, Ken, Wood Burning",,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
P3,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
P4,Activity,Archery Paint Shirts,Van,FALSE,cb90311d05db,Activity,,Van,FALSE,,Activity,Balloon Airsoft,Van,FALSE,11d64e634d65,Activity,Foam Tipped Arrow Games,Van,FALSE,f3602ca01a01,Activity,Liquid Nitrogen Rockets,Van,FALSE,3cfe3dccff07,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,Shoot paint filled balloons on a target --> paints falls down on shirt laying on the ground,Risk,N,,Description,,Risk,N,,Description,3 lives airsoft battle (3 balloons attatched to each person),Risk,N,,Description,"Arrow roulette, quidditch target practice with foam tipped arrows",Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,"Water Baloons, plain white tees (5x), Funnel, Various paint",Armory,FALSE,,Materials,,Armory,FALSE,,Materials,"5x Airsoft guns, A lot of balloons, helium, balloon string to attache balloons",Armory,FALSE,,Materials,(Will supply themselves),Armory,FALSE,,Materials,"Liquid Nitrogen Kit, cardboard, Tape",Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,Archery,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,5,Picnic,FALSE,,Location,Field - Cedar,Picnic,FALSE,,Location,Field - Lake,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,"OR AGILITY COURSE, Airsoft Hero",Food,FALSE,,Notes,NEEDS UAD,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,,,,,HEROES,,,,,HEROES,"Agility Course, Airsoft Setup",,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
P5,Activity,REST HOUR Flaming Golf,Van,FALSE,76e7a1e45579,Activity,Cooking/Picnic @ Secret Pool,Van,FALSE,c6738695d4f6,Activity,WWE on Wrestling Mats,Van,FALSE,299340a246cf,Activity,REST HOUR Bowling Slip n Slide,Van,FALSE,2ce86b43131a,Activity,REST HOUR Flamethrower Kabobs,Van,FALSE,a11eb08a37d1,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,Campers want to hit pinecones into the lake field with gold clubs. Pine cones on fire,Risk,N,,Description,Campers want to make lunch w/ kitchen (depends on to degree whoich it is possibele) and take their lunch to secret pool for picnic and rest hour. Also play board games and swim,Risk,N,,Description,campers want to expirence WWE on lake wrestling match. they want a LG to be an announcer and introiduce them with theme music. LG also a refree,Risk,N,,Description,Campers want to expirence being bowling balls and crahsing into pins,Risk,N,,Description,GET FROM COMMUNITY ROOMCook fruits/veggies kabobs with a flamethrowe Also chicken if possible,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,"Variety of gold clubs, pne cones etc",Armory,FALSE,,Materials,"Picnic blankets, 3 Board and card games (any), Whatever for the meal that day",Armory,FALSE,,Materials,"Speaker, Ref Jersey",Armory,FALSE,,Materials,"Slip n slide, inflatbale pins",Armory,FALSE,,Materials,"5 fruits or veggeies (apples, oranges, watermelon, melon, Pineapple, cantelope), 5x long kebobs sticks, Flamthrower and protective gear, aluminum foil",Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,Lake - docks 1,Picnic,FALSE,,Location,Secret Pool,Picnic,FALSE,,Location,Lake -  Mats,Picnic,FALSE,,Location,Slip n Slide,Picnic,FALSE,,Location,Campfire Circle,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,Flaming Pinecone HERO,Food,FALSE,,Notes,"Kitchen Staff, not pizza or pulled pork day",Food,FALSE,,Notes,Josh - LG,Food,FALSE,,Notes,SnS HERO,Food,FALSE,,Notes,Flamethrower Hero,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,Flaming Pinecone Throwing,,,,HEROES,Staff,,,,HEROES,"Josh, LIFEGUARD",,,,HEROES,Village Heroes,,,,HEROES,Flamethrower,,,,HEROES,,,,,HEROES,,,,,HEROES
O1,Activity,Spa Day at Hot Rocks,Van,FALSE,a00422fc6d72,Activity,Water Gun Trivia,Van,FALSE,9ea54123147f,Activity,Cabin Decorations- Flag Making,Van,FALSE,9a119b2f4e08,Activity,Become Witches and Make Potions,Van,FALSE,e036962fd90a,Activity,"Blind, Mute, Deaf Pickle Shaped Cookies",Van,FALSE,0e358bd81449,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,as above,Risk,N,,Description,"If you get it wrong, you get sprayed",Risk,N,,Description,Making a cabin tapastry they can paint and decorate together,Risk,N,,Description,Act like witches and make cauldron potions,Risk,N,,Description,Make sugar cookies and then decorate them green and make it pickle shaped,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,"spa bo, henna, face masks",Armory,FALSE,,Materials,"water guns, trivia sheets",Armory,FALSE,,Materials,"white flag/cut-up t-shirt, markers, acrylic paint pens, glitter, glue, paint, small canvas",Armory,FALSE,,Materials,"witch robes x6 (self-collected), edible glitter, iced tea, butterfly pea, cauldren? big pot???",Armory,FALSE,,Materials,"pickle shaped cookie cutter, green dye, 3 cups flour, baking soda, baking powder, 1 cup butter, 1.5 cups white sugar, 1 egg, vanilla extract",Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,Hot Rocks,Picnic,FALSE,,Location,Field - Lake 2,Picnic,FALSE,,Location,Craft  Shack 1,Picnic,FALSE,,Location,Garden,Picnic,FALSE,,Location,Outdoor Kitchen,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,https://www.allrecipes.com/recipe/9870/easy-sugar-cookies/,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
O2,Activity,Choreographing a Dance Troupe,Van,FALSE,35a70745a5e4,Activity,Slime Variety Making,Van,FALSE,c79ab3e00e5e,Activity,Cabin DnD and Storytelling,Van,FALSE,4e8d87347f54,Activity,EMBERS: Lodge Dodgeball,Van,FALSE,af079e8cde73,Activity,Games on Water w/ Bubble Suits,Van,FALSE,f633c40b43e8,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,The group will become a dance troupe and choreograph dances then go around to teach others and record the dances,Risk,N,,Description,Make 2 types of slime?,Risk,N,,Description,Find a quest at their table? (I might be able to make fantasy murder mystery),Risk,N,,Description,Build a special base with mats and use a smoke machine then play night lodge dodgeball,Risk,N,,Description,Go on iceburg and slide down in bubble suits,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,"speaker, microphone, director costume (self collected)",Armory,FALSE,,Materials,"Elmer's washable school glue, baking soda, and contact lens solution, glitter, instant snow powder, beads, glitter, mixing bowls, measuring cups",Armory,FALSE,,Materials,"treasure box, character cards",Armory,FALSE,,Materials,"fog machine, mats (in lodge), bandanas for each team",Armory,FALSE,,Materials,big bubbles,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,Lodge,Picnic,FALSE,,Location,Dining Area 2,Picnic,FALSE,,Location,Ceramics,Picnic,FALSE,,Location,Lodge,Picnic,FALSE,,Location,Lake - Mats,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,,Food,FALSE,,Notes,https://blueeyedmama.com/fluffy-snow-slime-recipe/,Food,FALSE,,Notes,Maybe a DnD hero??,Food,FALSE,,Notes,,Food,FALSE,,Notes,LG,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,,,,,HEROES,,,,,HEROES,Village Heroes,,,,HEROES,,,,,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES,,,,,HEROES
O3,Activity,Cabin t-shirt,Van,FALSE,f96373e0b484,Activity,Henna at hot rocks,Van,FALSE,210c5ee5798b,Activity,Bedazzle Brian,Van,FALSE,7a93e836b624,Activity,Hide and Seek,Van,FALSE,ace8d9e4348f,Activity,Watergun fight with Cedar,Van,FALSE,b23206996fef,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
